R2-DU175-P67-0 & 122568 & 76761 & 101242 & 13283 & 13.120624545568973 & 122509 & 76700 & 101190 & 13284 \\ 
R2-DU175-P67-1 & 133113 & 74714 & 102217 & 16550 & 16.191304784513164 & 133066 & 74664 & 102164 & 16550 \\ 
R2-DU175-P67-2 & 138798 & 76315 & 108197 & 20659 & 19.09432306288111 & 138750 & 76259 & 108144 & 20661 \\ 
R2-DU175-P67-3 & 160690 & 85253 & 109987 & 22805 & 20.73498850900853 & 160655 & 85193 & 109933 & 22811 \\ 
