instance_name algorithm_name iter_idx best_objective running_time
L1-DU500-P20-0 local_search 1 87232.66391126573 0.650576
nb_riders nb_polygons
20 500
rider 0 = {262, 137, 400, 276, 27, 28, 158, 417, 300, 58, 187, 189, 197, 327, 329, 339, 212, 217, 474, 478, 357, 230, 364, 365, 498}
best_rider_2_centroid best_rider_2_obj best_rider_2_radius best_rider_2_act_1 best_rider_2_act_2 best_rider_2_act_3 best_rider_2_area
364 5884.149121998636 4513.11385575672 70.34300661206032 150.6487479283686 0.0 0.0
rider 1 = {266, 15, 406, 279, 281, 410, 155, 156, 157, 285, 34, 290, 53, 317, 64, 462, 336, 221, 225, 361, 241, 499, 244}
best_rider_2_centroid best_rider_2_obj best_rider_2_radius best_rider_2_act_1 best_rider_2_act_2 best_rider_2_act_3 best_rider_2_area
266 3954.405595957833 3954.405595957833 68.43577449923806 152.4946837187212 0.0 0.0
rider 2 = {133, 134, 398, 401, 21, 405, 407, 280, 411, 412, 159, 163, 164, 294, 422, 299, 45, 173, 438, 55, 445, 203, 344, 219, 93, 95, 245, 124}
best_rider_2_centroid best_rider_2_obj best_rider_2_radius best_rider_2_act_1 best_rider_2_act_2 best_rider_2_act_3 best_rider_2_area
159 5065.706674244892 5065.706674244892 67.29726019916887 154.43028458234554 0.0 0.0
rider 3 = {385, 263, 145, 20, 403, 282, 291, 424, 170, 181, 312, 321, 460, 216, 92, 350, 482, 108, 236, 240, 370, 243, 374, 250, 254, 127}
best_rider_2_centroid best_rider_2_obj best_rider_2_radius best_rider_2_act_1 best_rider_2_act_2 best_rider_2_act_3 best_rider_2_area
20 4558.968687786387 4558.968687786387 64.28669186304042 150.9558874579371 0.0 0.0
rider 4 = {257, 391, 9, 286, 416, 296, 51, 185, 444, 446, 316, 320, 66, 450, 73, 76, 214, 87, 347, 356, 229, 358, 359, 232, 485, 234, 360, 123, 255}
best_rider_2_centroid best_rider_2_obj best_rider_2_radius best_rider_2_act_1 best_rider_2_act_2 best_rider_2_act_3 best_rider_2_area
446 5111.586976640154 5111.586976640154 67.84701706121098 162.6917055372725 0.0 0.0
rider 5 = {1, 393, 10, 138, 140, 270, 402, 19, 24, 31, 420, 169, 428, 440, 62, 71, 78, 207, 465, 210, 81, 473, 220, 477, 493, 111, 118}
best_rider_2_centroid best_rider_2_obj best_rider_2_radius best_rider_2_act_1 best_rider_2_act_2 best_rider_2_act_3 best_rider_2_area
465 5795.968038321251 4941.967755554236 69.82597162858542 150.4397487196405 0.0 0.0
rider 6 = {384, 132, 7, 136, 141, 278, 284, 421, 427, 50, 52, 308, 188, 63, 72, 457, 456, 476, 351, 96, 97, 354, 99, 492, 368, 249}
best_rider_2_centroid best_rider_2_obj best_rider_2_radius best_rider_2_act_1 best_rider_2_act_2 best_rider_2_act_3 best_rider_2_area
476 8422.763864272503 4764.827794035961 72.62990741605495 148.91555962787993 0.0 0.0
rider 7 = {397, 154, 315, 59, 319, 447, 449, 196, 459, 79, 337, 340, 85, 470, 90, 91, 94, 352, 98, 109, 372, 246, 119, 121}
best_rider_2_centroid best_rider_2_obj best_rider_2_radius best_rider_2_act_1 best_rider_2_act_2 best_rider_2_act_3 best_rider_2_area
94 5143.384992345391 4964.823145364859 66.98945377722256 147.50113982512872 0.0 0.0
rider 8 = {388, 4, 11, 267, 268, 277, 149, 404, 153, 29, 160, 425, 171, 429, 47, 305, 309, 205, 206, 464, 86, 346, 101, 235, 494, 377, 379}
best_rider_2_centroid best_rider_2_obj best_rider_2_radius best_rider_2_act_1 best_rider_2_act_2 best_rider_2_act_3 best_rider_2_area
388 6210.894805135957 4666.611851512025 70.51625429944234 157.82050078163738 0.0 0.0
rider 9 = {130, 272, 287, 32, 42, 176, 436, 313, 60, 199, 335, 80, 208, 468, 224, 100, 487, 105, 107, 495, 113, 373, 382}
best_rider_2_centroid best_rider_2_obj best_rider_2_radius best_rider_2_act_1 best_rider_2_act_2 best_rider_2_act_3 best_rider_2_area
313 5513.630475264356 4699.39656464837 61.58897825941019 162.4757549430051 0.0 0.0
rider 10 = {273, 288, 33, 419, 168, 435, 180, 183, 441, 318, 452, 70, 326, 77, 467, 211, 469, 342, 103, 489, 233, 252}
best_rider_2_centroid best_rider_2_obj best_rider_2_radius best_rider_2_act_1 best_rider_2_act_2 best_rider_2_act_3 best_rider_2_area
467 4294.719068846698 4294.719068846698 62.80524664478003 161.2304067507117 0.0 0.0
rider 11 = {14, 150, 23, 413, 292, 166, 167, 184, 57, 443, 195, 202, 74, 334, 338, 83, 215, 102, 488, 239, 369, 375, 253, 125}
best_rider_2_centroid best_rider_2_obj best_rider_2_radius best_rider_2_act_1 best_rider_2_act_2 best_rider_2_act_3 best_rider_2_area
195 4176.621610478747 4176.621610478747 62.40853451828707 157.75615652116343 0.0 0.0
rider 12 = {387, 131, 389, 261, 264, 12, 26, 39, 298, 301, 430, 431, 434, 306, 442, 192, 324, 209, 82, 88, 106, 247, 376, 251}
best_rider_2_centroid best_rider_2_obj best_rider_2_radius best_rider_2_act_1 best_rider_2_act_2 best_rider_2_act_3 best_rider_2_area
39 4402.385144027318 4402.385144027318 63.80228352999402 157.99001579599704 0.0 0.0
rider 13 = {269, 146, 18, 162, 35, 165, 38, 423, 302, 49, 310, 61, 65, 451, 323, 201, 330, 333, 471, 89, 349, 480, 497}
best_rider_2_centroid best_rider_2_obj best_rider_2_radius best_rider_2_act_1 best_rider_2_act_2 best_rider_2_act_3 best_rider_2_area
269 4192.237250767803 4192.237250767803 65.53226992292586 156.95203386536082 0.0 0.0
rider 14 = {128, 256, 5, 6, 399, 274, 148, 275, 414, 293, 40, 303, 48, 179, 455, 204, 461, 463, 84, 345, 484, 231, 490, 366, 378}
best_rider_2_centroid best_rider_2_obj best_rider_2_radius best_rider_2_act_1 best_rider_2_act_2 best_rider_2_act_3 best_rider_2_area
366 4449.1237417855245 4449.1237417855245 62.95627996761563 158.34450174494165 0.0 0.0
rider 15 = {259, 260, 135, 392, 396, 143, 17, 151, 152, 408, 161, 418, 177, 307, 439, 448, 322, 453, 454, 332, 222, 479, 104, 238, 367, 242, 122}
best_rider_2_centroid best_rider_2_obj best_rider_2_radius best_rider_2_act_1 best_rider_2_act_2 best_rider_2_act_3 best_rider_2_area
454 5036.331392791579 5036.331392791579 62.54311140234741 151.53552952732872 0.0 0.0
rider 16 = {386, 3, 2, 390, 265, 139, 271, 22, 283, 30, 415, 41, 426, 44, 43, 174, 175, 432, 325, 200, 75, 248, 363, 371, 120, 380}
best_rider_2_centroid best_rider_2_obj best_rider_2_radius best_rider_2_act_1 best_rider_2_act_2 best_rider_2_act_3 best_rider_2_area
271 7331.951953035627 4681.663721445893 60.01163079858525 163.48364028721693 0.0 0.0
rider 17 = {0, 129, 142, 36, 46, 304, 433, 437, 182, 311, 56, 190, 193, 198, 458, 341, 343, 218, 475, 481, 355, 486, 237, 115, 383}
best_rider_2_centroid best_rider_2_obj best_rider_2_radius best_rider_2_act_1 best_rider_2_act_2 best_rider_2_act_3 best_rider_2_area
142 4756.624922451184 4756.624922451184 65.77311511446455 155.85542181846264 0.0 0.0
rider 18 = {258, 8, 394, 395, 13, 16, 147, 289, 54, 186, 314, 194, 67, 69, 328, 472, 223, 353, 483, 227, 491, 110, 116, 126}
best_rider_2_centroid best_rider_2_obj best_rider_2_radius best_rider_2_act_1 best_rider_2_act_2 best_rider_2_act_3 best_rider_2_area
491 4854.081799857771 4854.081799857771 64.97202089174284 155.11186057360416 0.0 0.0
rider 19 = {144, 25, 409, 37, 295, 297, 172, 178, 191, 68, 331, 466, 213, 348, 226, 228, 362, 112, 114, 496, 117, 381}
best_rider_2_centroid best_rider_2_obj best_rider_2_radius best_rider_2_act_1 best_rider_2_act_2 best_rider_2_act_3 best_rider_2_area
213 3681.1277952561168 3681.1277952561168 63.18702675226912 152.41277098504708 0.0 0.0
obj time iter vio 
302016.72526287835 6 0 204647.29742623644
292822.7033419214 8 1 201712.5651809855
288380.0954260694 9 2 201099.25893444082
286893.5999623215 10 3 201099.25893444082
286170.54003568646 11 4 200390.05620467258
284958.57531186735 11 5 199335.84714202958
273344.8434256324 12 6 194401.02491397687
272777.84886302234 13 7 196100.31154183517
269504.598944497 13 8 192743.7112879757
269030.6252615064 15 9 191511.52271149898
268788.6994109027 16 10 191511.52271149898
258034.61258998816 17 11 179726.68906122094
257254.8238553435 19 12 179447.28267153745
256305.89884512563 20 13 178163.7483702833
254666.58775643233 21 14 176160.3633544727
252005.0239262317 22 15 173796.70173030105
249847.79564304528 24 16 171653.865196511
249605.23042624252 25 17 171425.77582291307
248363.29805583743 27 18 170181.6882485584
247238.26529090476 29 19 166198.59561917107
243196.11343467425 30 20 168342.0466140803
240316.91327324003 32 21 167762.4156971382
240243.4891224262 34 22 167582.22951245998
240124.9504098381 34 23 167582.22951245998
226337.2687933204 35 24 141619.79201554653
225891.67900417032 36 25 143569.19258978937
223451.80673259072 38 26 141144.0250821944
221705.36278263992 39 27 144202.90306895674
221644.01467330052 40 28 144202.90306895674
221507.7186602994 40 29 144202.90306895674
218033.24863706226 40 30 140824.25309696747
217252.81823460953 41 31 140293.96563962568
216358.97338161292 41 32 139400.34978339507
214242.9742295568 42 33 137267.0568493974
213898.43598607357 43 34 142062.20029438753
208698.5254755025 44 35 125546.71522536821
208333.7522618198 45 36 129100.04196912504
207760.79739106187 45 37 131549.18173267067
204194.31836351275 46 38 127954.2860346752
203635.87496944587 47 39 127374.62445900496
203277.41180363193 48 40 120241.91327452351
203071.48206186353 49 41 120107.90409037902
201959.5052562192 50 42 118836.93123538201
201041.07163905367 51 43 117852.22012967567
198377.37179610992 52 44 114872.42797690863
196429.08819927854 54 45 112983.72894668733
195073.39813936056 54 46 110354.2583752737
194620.07479389082 54 47 107959.99095549047
192899.56073426633 55 48 106102.63253943465
185852.05925906103 55 49 100466.315229312
185613.2457012559 56 50 104461.08607841074
181797.97797313856 57 51 98542.75795452211
181555.28436450948 58 52 98352.0723411603
181334.4626261893 59 53 98100.6645652578
177219.58810517564 59 54 111422.75901183531
176312.45546290916 60 55 99482.38634586924
175555.77832930547 60 56 104923.21923538978
175386.76838809843 60 57 104749.00278015682
175180.08244318885 62 58 105339.00770103052
174398.9733755182 62 59 104765.50094360349
174349.64666178578 62 60 102491.49980461693
173215.92780421942 93 61 101462.43631589499
170310.52862684455 94 62 100532.5608973106
167792.01683622168 96 63 95182.98741926423
165098.61242228645 96 64 88509.90797974681
157697.9998252978 96 65 70443.95621211245
156189.52104350136 97 66 68930.3411876767
155933.63276069108 97 67 70811.54925614383
153056.81397270728 98 68 69276.08447047824
152780.57436869227 98 69 71732.80914647934
150934.55793026037 99 70 64490.563440969585
149297.5224928885 99 71 65688.85963840842
148859.09378320226 100 72 65276.18708610994
148508.24432423635 102 73 73502.66438312494
144666.73730261577 105 74 77305.09587160131
144603.622585598 106 75 75848.04384968383
141947.85128924658 107 76 56850.3886261558
141308.13881482935 108 77 56792.44004881028
140089.19013695733 110 78 58215.42996561328
139797.75279529774 112 79 51493.13866821623
139120.5640749051 115 80 50903.18033543695
138565.5584859622 117 81 47491.563599535875
138364.97503927944 124 82 50451.568558031824
134763.07479229188 125 83 49456.24951200632
134117.89531601916 126 84 44765.68148562307
132332.71450366927 127 85 43017.78904352349
131566.41569181258 127 86 43083.32287479266
127277.61274639971 129 87 38863.929317272836
126500.17771886216 131 88 37886.727968500054
126459.03721654363 135 89 39342.1205986173
126034.07802134834 505 90 38929.83686425214
125553.10403305366 507 91 38496.02996500305
125502.82791245951 510 92 37456.72238250385
125348.33751960252 512 93 38195.22342343109
123854.31801458496 514 94 36737.85052568475
123850.75223793386 535 95 36737.85052568467
123701.8115450831 544 96 33635.73640183809
123461.96755598595 546 97 32751.780516333034
122574.98067365542 548 98 34086.8001433835
121530.17878005453 550 99 34387.13083241167
121471.84674086138 553 100 34417.61625804597
118277.0476100227 555 101 29908.81267014086
117561.61967998155 556 102 29616.272058722832
117288.89711996116 556 103 31743.724164838495
114907.92715539955 557 104 28400.10273672613
114006.10251537879 558 105 27526.73992174143
108995.36258050751 560 106 21931.332205058086
108757.873532243 562 107 19538.324579139342
107005.20639658016 570 108 17783.932626269016
105856.8786577857 993 109 16626.08449426529
105549.42181955618 1010 110 16234.411092752795
104736.58501976302 1408 111 15393.56633913576
104674.63273674474 1860 112 15393.566339135725
104482.24630701667 1960 113 15131.895906956868
104465.90788817646 2359 114 15056.743661442826
104449.55000019982 2921 115 15056.743661442799
103854.75361292661 3116 116 14350.331735982614
102973.76538566539 3119 117 13461.919933496552
102924.46639982975 3124 118 13461.919933496582
98869.50994590296 3245 119 9324.766324354324
87232.66391126573 3942 120 1461.465462342343
