L1-DU10-P2-0 & 1807.4891988295403 & 1807.48919882954 & 1807.4891988295403 & 2.157056083093525e-13 & 1.1933991552980514e-14 & 0.0 & 0.0 & 0.0 & 0.0\\ 
L1-DU20-P2-0 & 2153.2292962890633 & 2153.229296289063 & 2153.2292962890633 & 2.8760747774580335e-13 & 1.335702975254304e-14 & 0.0 & 0.0 & 0.0 & 0.0\\ 
