instance_name algorithm_name iter_idx best_objective running_time
L1-DU200-P10-0 local_search 3 22545.866690229883 0.408783
nb_riders nb_polygons
10 200
rider 0 = {129, 4, 14, 16, 149, 33, 162, 36, 37, 38, 39, 170, 185, 62, 192, 195, 76, 77, 97, 110, 119, 120, 127}
best_rider_2_centroid best_rider_2_obj best_rider_2_radius best_rider_2_act_1 best_rider_2_act_2 best_rider_2_act_3 best_rider_2_area
33 3756.9067908416514 3756.9067908416514 49.658812952174195 138.36947760015374 0.0 0 0.0
rider 1 = {130, 132, 146, 150, 153, 157, 158, 32, 173, 46, 47, 52, 60, 193, 70, 98, 101}
best_rider_2_centroid best_rider_2_obj best_rider_2_radius best_rider_2_act_1 best_rider_2_act_2 best_rider_2_act_3 best_rider_2_area
60 2772.4303299867292 2772.4303299867292 51.32558392305458 130.47075012495634 0.0 0 0.0
rider 2 = {131, 143, 17, 145, 24, 155, 27, 29, 35, 41, 172, 48, 181, 182, 190, 67, 91, 94, 95, 114}
best_rider_2_centroid best_rider_2_obj best_rider_2_radius best_rider_2_act_1 best_rider_2_act_2 best_rider_2_act_3 best_rider_2_area
155 2962.8434849666573 2962.8434849666573 49.740597869732056 128.86411316135016 0.0 0 0.0
rider 3 = {2, 136, 11, 140, 141, 13, 20, 40, 169, 175, 177, 58, 59, 63, 69, 83, 89, 109, 124}
best_rider_2_centroid best_rider_2_obj best_rider_2_radius best_rider_2_act_1 best_rider_2_act_2 best_rider_2_act_3 best_rider_2_area
177 2766.899033978692 2766.899033978692 49.120163185555114 128.626921379166 0.0 0 0.0
rider 4 = {22, 34, 165, 166, 174, 53, 57, 187, 191, 64, 198, 86, 88, 93, 96, 103, 105, 106, 123, 125}
best_rider_2_centroid best_rider_2_obj best_rider_2_radius best_rider_2_act_1 best_rider_2_act_2 best_rider_2_act_3 best_rider_2_area
93 3216.925701711017 3216.925701711017 53.14450865449939 133.22630560375487 0.0 0 0.0
rider 5 = {0, 3, 6, 7, 137, 139, 147, 151, 25, 28, 30, 160, 168, 49, 50, 54, 188, 73, 74, 82, 122}
best_rider_2_centroid best_rider_2_obj best_rider_2_radius best_rider_2_act_1 best_rider_2_act_2 best_rider_2_act_3 best_rider_2_area
50 2857.962709879729 2857.962709879729 51.18075968446696 130.80305088955703 0.0 0 0.0
rider 6 = {1, 5, 8, 9, 142, 15, 144, 18, 26, 156, 43, 180, 56, 189, 199, 72, 75, 108, 112, 116}
best_rider_2_centroid best_rider_2_obj best_rider_2_radius best_rider_2_act_1 best_rider_2_act_2 best_rider_2_act_3 best_rider_2_area
180 2233.571081069966 2233.571081069966 50.545585075065794 132.21195800194442 0.0 0 0.0
rider 7 = {133, 138, 19, 152, 154, 159, 31, 161, 164, 171, 44, 178, 51, 61, 65, 66, 194, 196, 78, 107, 113}
best_rider_2_centroid best_rider_2_obj best_rider_2_radius best_rider_2_act_1 best_rider_2_act_2 best_rider_2_act_3 best_rider_2_area
66 2587.1423467539075 2587.1423467539075 52.287752827913046 137.27896507919053 0.0 0 0.0
rider 8 = {128, 134, 148, 21, 163, 42, 176, 55, 186, 68, 79, 84, 85, 87, 92, 104, 111, 115, 118, 121}
best_rider_2_centroid best_rider_2_obj best_rider_2_radius best_rider_2_act_1 best_rider_2_act_2 best_rider_2_act_3 best_rider_2_area
134 3111.6691568916613 3111.6691568916613 48.17502653751409 137.74992294515275 0.0 0 0.0
rider 9 = {135, 10, 12, 23, 167, 45, 179, 183, 184, 197, 71, 80, 81, 90, 99, 100, 102, 117, 126}
best_rider_2_centroid best_rider_2_obj best_rider_2_radius best_rider_2_act_1 best_rider_2_act_2 best_rider_2_act_3 best_rider_2_area
167 2279.5160541498685 2279.5160541498685 50.9971693553183 128.19119529246765 0.0 0 0.0
obj time iter vio 
111747.39627399654 0 0 77819.46218195869
111066.45848398824 0 1 76473.04542777466
105947.27681554944 0 2 71020.03472256447
94268.76125807525 0 3 55903.34983894967
87084.30294170255 0 4 49803.75839382383
85004.29334598836 0 5 52194.90364287658
82146.1955838781 0 6 45994.755948392354
73530.85373491421 0 7 36750.45351814631
72822.41514666218 1 8 35403.93353640753
72818.06913455483 1 9 35403.93353640754
65662.6486830568 1 10 33694.45013110483
65459.59070313994 1 11 27896.03999520136
64355.8936683748 1 12 27636.41239163775
64224.21492600579 5 13 27609.942127517214
64221.95767269406 7 14 27609.942127517214
63361.48635793362 7 15 26589.674837066566
63166.79448538502 8 16 26497.888992776345
62522.78721211745 8 17 26443.04145039576
61063.38088770157 8 18 24886.214458504368
61055.956928115935 8 19 24886.21445850434
59110.63692802999 8 20 22917.91130914432
58979.46651074612 9 21 24323.578699640773
56694.44251580337 9 22 20519.809540660826
55070.749146354494 18 23 18854.326571958707
54184.13527385177 18 24 17809.21367603413
53928.269162752054 18 25 18094.580846760444
53848.931683900635 19 26 18094.580846760444
50603.89041920837 19 27 14383.716441657185
50550.61305422121 19 28 14383.716441657185
50274.74463112889 19 29 15978.988996947783
50195.082622986185 29 30 15978.988996947783
50041.38975798868 29 31 14479.817440763447
47621.986448610034 30 32 12164.064381951028
45974.6742227094 36 33 13564.833524450514
45440.81938364242 55 34 13607.629968825571
43662.71691722306 55 35 8758.163311115475
42477.38675937469 55 36 8976.452086921743
42003.23283324976 71 37 8976.452086921743
40757.504811175386 71 38 6428.750584578758
40532.07288288824 81 39 6428.750584578758
40348.570934358155 90 40 6428.750584578758
40059.9782258312 106 41 4355.465023143859
39880.89846954307 116 42 4157.122322337821
39565.32375402897 116 43 3690.472948389509
39499.960346019325 123 44 3690.472948389509
38463.85810711961 132 45 3218.6931873509025
38405.05395584534 134 46 3218.6931873509025
37746.90802239598 144 47 1819.3853988843198
37720.06681754232 147 48 1819.3853988843198
37534.545443985786 156 49 1825.5197092089154
37486.174739209775 182 50 1825.5197092089154
37318.978666165036 191 51 1737.8424725662958
37183.08080385321 192 52 1698.7954962735453
36825.40821551565 228 53 1497.5936925109872
36751.12848204101 241 54 1497.5936925109872
36749.43079987009 316 55 1497.5936925109872
36616.992341312834 326 56 1471.6207578016717
35565.02600172679 381 57 148.83653809911658
35528.89567199491 484 58 148.8365380991308
35510.14993577002 485 59 148.8365380991308
35565.74472402895 528 60 0
35529.85738247388 621 61 0
35499.20337319134 622 62 0
35482.026399588314 640 63 0
35165.92134917985 649 64 0
35117.68609738944 651 65 0
34997.420089164036 653 66 0
34995.172899427576 691 67 0
34943.905574920296 702 68 0
34839.78850273734 703 69 0
34827.81851262939 723 70 0
34686.905299676 733 71 0
34616.469370099374 754 72 0
34615.3105668523 900 73 0
34579.97109721196 976 74 0
34503.09466968499 1045 75 0
34463.896212774125 1093 76 0
34438.52590107743 1103 77 0
34398.49879484467 1152 78 0
34319.36822082938 1162 79 0
34318.570887428774 1173 80 0
34214.453815245826 1191 81 0
34110.13499126636 1383 82 0
34108.95896133611 1383 83 0
34083.45523749285 1384 84 0
33998.73744391933 1385 85 0
33968.91755765198 1518 86 0
33920.910206045024 1529 87 0
33896.379668827496 1530 88 0
33892.528083630736 1540 89 0
33869.76424108335 1578 90 0
33760.98449030429 1596 91 0
33673.98058338255 1606 92 0
33599.09825805368 1633 93 0
33598.33737762773 1634 94 0
33564.20475803899 1726 95 0
33560.207486296626 1753 96 0
33546.27260986515 1762 97 0
33465.73820627677 1834 98 0
33448.533338569614 1834 99 0
33388.315651499564 1860 100 0
33349.4139883511 1869 101 0
33108.931002835496 1877 102 0
33006.871964377555 1895 103 0
32990.13045799447 1896 104 0
32986.635212962334 1965 105 0
