instance_name algorithm_name iter_idx best_objective running_time
L1-DU30-P3-0 local_search 2 3165.0449393963036 0.602239
nb_riders nb_polygons
3 30
rider 0 = {7, 27, 9, 11, 13, 15, 22, 28, 1, 29}
best_rider_2_centroid best_rider_2_obj best_rider_2_radius best_rider_2_act_1 best_rider_2_act_2 best_rider_2_act_3 best_rider_2_area
28 902.7749378816575 902.7749378816575 27.250870394122636 67.70704366543652 0.0 0.0
rider 1 = {14, 10, 20, 4, 23, 24, 6, 19}
best_rider_2_centroid best_rider_2_obj best_rider_2_radius best_rider_2_act_1 best_rider_2_act_2 best_rider_2_act_3 best_rider_2_area
20 887.0602850152286 887.0602850152286 25.038854294702126 64.49787707347016 0.0 0.0
rider 2 = {8, 18, 2, 12, 26, 21, 5, 16, 3, 17, 25, 0}
best_rider_2_centroid best_rider_2_obj best_rider_2_radius best_rider_2_act_1 best_rider_2_act_2 best_rider_2_act_3 best_rider_2_area
16 1375.2097164994175 1375.2097164994175 26.224067600516683 63.89370631717011 0.0 0.0
obj time iter vio 
21519.53660844854 0 0 20157.52462170316
20087.63757294715 0 1 14753.286684554938
18178.42078658312 0 2 16198.266126735914
10662.82535537054 0 3 5324.641299596316
10374.182900611006 0 4 5110.104337052146
8356.73221652211 0 5 3160.791856737501
6700.124230060094 0 6 1426.016338967021
5770.29457706268 0 7 680.3053941167711
5069.033276945098 0 8 0
5031.272330006179 1 9 0
4938.165165691798 1 10 0
4884.942240700402 1 11 0
4743.917575594248 2 12 0
4733.838854315296 2 13 0
4692.771184088905 2 14 0
4688.993772453898 3 15 0
4590.000912901358 3 16 0
4269.502022912353 3 17 0
4072.8207388192513 4 18 0
3801.8206536984935 4 19 0
3784.0046158058685 14 70 0
3756.229009330026 14 71 0
3613.8364493689323 14 72 0
3608.301438758198 14 73 0
3580.301295541328 15 74 0
3547.9061311041723 15 75 0
3333.5488570664047 15 76 0
3165.0449393963036 15 77 0
